order_id,customer_id,order_ts,status,subtotal,tax,shipping,total_amount,country,state,payment_method
ord_100250,cust_1114,2026-01-21 19:50:44,pending,361.86,19.83,15.9,397.59,DE,TX,card
ord_100251,cust_1477,2026-01-28 09:13:31,cancelled,442.7,48.44,8.93,500.07,DE,BE,bank_transfer
ord_100252,cust_1401,2026-02-02 01:18:12,pending,234.18,9.93,5.85,249.96,IN,KA,paypal
ord_100253,cust_1188,2026-01-27 03:13:10,pending,289.94,25.64,10.17,325.75,FR,ON,card
ord_100254,cust_1034,2026-01-11 01:50:26,pending,220.38,24.3,5.6,250.28,CA,WA,bank_transfer
ord_100255,cust_1544,2026-01-20 03:56:50,refunded,305.15,34.18,8.89,348.22,CA,BE,card
ord_100256,cust_1313,2026-02-02 02:04:08,refunded,492.54,21.35,15.22,529.11,IN,KA,card
ord_100257,cust_1110,2026-02-03 20:46:01,paid,380.41,33.56,3.97,417.94,IN,TX,card
ord_100258,cust_1129,2026-01-09 10:15:15,pending,369.43,43.18,9.43,422.04,US,NY,apple_pay
ord_100259,cust_1445,2026-01-26 21:21:24,pending,319.2,23.69,8.79,351.68,IN,NY,card
ord_100260,cust_1079,2026-01-01 14:07:58,paid,320.05,28.26,16.58,364.89,GB,NY,apple_pay
ord_100261,cust_1230,2025-12-31 11:16:40,cancelled,11.94,0.56,4.69,17.19,FR,CA,bank_transfer
ord_100262,cust_1425,2026-01-08 17:11:56,cancelled,160.34,15.83,17.23,193.4,GB,MH,bank_transfer
ord_100263,cust_1290,2026-01-01 10:29:45,refunded,118.56,12.94,15.27,146.77,GB,NY,card
ord_100264,cust_1199,2025-12-29 15:22:22,refunded,355.75,29.98,9.59,395.32,CA,CA,card
ord_100265,cust_1314,2026-01-10 11:13:36,refunded,322.81,33.13,6.53,362.47,US,NY,paypal
ord_100266,cust_1542,2026-01-27 19:24:26,pending,238.53,9.64,17.36,265.53,GB,WA,apple_pay
ord_100267,cust_1111,2026-01-27 21:45:13,refunded,208.58,23.42,7.32,239.32,GB,ON,card
ord_100268,cust_1548,2026-02-05 03:59:13,paid,131.23,8.14,13.63,153,CA,TX,card
ord_100269,cust_1312,2026-01-28 02:30:28,pending,236.52,19.05,11.16,266.73,US,KA,paypal
ord_100270,cust_1247,2026-01-12 23:35:53,paid,224.96,11.86,4.61,241.43,CA,ON,apple_pay
ord_100271,cust_1536,2026-01-31 17:39:30,paid,90.49,4.06,4.68,99.23,DE,LDN,paypal
ord_100272,cust_1449,2025-12-29 07:10:34,pending,346.23,34.23,2.3,382.76,IN,MH,bank_transfer
ord_100273,cust_1409,2025-12-25 13:28:16,paid,191.72,14.93,10.37,217.02,FR,CA,paypal
ord_100274,cust_1236,2026-01-29 00:20:33,paid,42.65,3.2,14.42,60.27,CA,BE,apple_pay
ord_100275,cust_1002,2025-12-26 22:35:04,pending,24.87,1.96,4.11,30.94,DE,TX,paypal
ord_100276,cust_1329,2026-01-27 12:38:41,pending,196.63,9.99,2.02,208.64,FR,BE,paypal
ord_100277,cust_1024,2025-12-27 20:50:21,cancelled,398.88,37.35,14.41,450.64,FR,NY,card
ord_100278,cust_1333,2026-01-22 05:29:25,refunded,113.71,11.35,11.41,136.47,CA,CA,bank_transfer
ord_100279,cust_1428,2026-02-02 03:20:13,paid,267.38,15.58,1.18,284.14,US,TX,card
ord_100280,cust_1085,2026-01-21 10:56:00,refunded,259.46,29.41,8.1,296.97,FR,KA,apple_pay
ord_100281,cust_1261,2026-01-17 06:12:41,refunded,484.32,32.27,4.03,520.62,IN,TX,card
ord_100282,cust_1354,2026-01-13 16:16:26,refunded,281.03,29.34,8.01,318.38,US,KA,card
ord_100283,cust_1450,2025-12-27 17:24:02,cancelled,396.37,17.84,15.49,429.7,FR,NY,bank_transfer
ord_100284,cust_1146,2026-01-05 01:45:23,pending,243.82,27.96,16.22,288,US,KA,apple_pay
ord_100285,cust_1469,2025-12-24 09:58:08,pending,224.31,18.67,14.76,257.74,US,WA,paypal
ord_100286,cust_1302,2026-01-28 14:31:50,cancelled,114.94,5.78,11.78,132.5,US,LDN,paypal
ord_100287,cust_1424,2026-02-05 17:53:38,paid,196.48,9.64,12.55,218.67,FR,BE,apple_pay
ord_100288,cust_1155,2026-01-17 18:58:20,cancelled,92.05,9.07,11.03,112.15,DE,MH,paypal
ord_100289,cust_1074,2025-12-27 14:42:21,refunded,277.31,13.9,2.91,294.12,FR,TX,card
ord_100290,cust_1536,2026-01-10 08:55:47,cancelled,242.78,20.01,16.58,279.37,CA,CA,apple_pay
ord_100291,cust_1394,2026-02-05 09:14:58,cancelled,81.63,5.86,0.67,88.16,GB,CA,card
ord_100292,cust_1356,2026-02-01 18:02:52,paid,478.26,28.53,11.44,518.23,IN,CA,paypal
ord_100293,cust_1242,2026-01-05 11:58:14,pending,274.84,22.79,7.11,304.74,GB,KA,paypal
ord_100294,cust_1549,2026-02-02 00:21:57,paid,219.52,16.5,9.29,245.31,US,NY,bank_transfer
ord_100295,cust_1271,2026-01-30 05:00:03,refunded,207.24,20.51,6.42,234.17,FR,BE,apple_pay
ord_100296,cust_1088,2026-01-28 20:58:26,pending,339.82,40.63,3.19,383.64,GB,MH,bank_transfer
ord_100297,cust_1495,2026-01-29 02:31:04,cancelled,21.98,0.93,6.25,29.16,DE,TX,card
ord_100298,cust_1135,2026-01-15 06:13:18,cancelled,50.47,2.08,14.29,66.84,DE,CA,card
ord_100299,cust_1378,2026-01-16 15:16:41,paid,374.74,39.66,2.02,416.42,US,ON,bank_transfer
ord_100300,cust_1014,2026-01-30 19:04:54,pending,252.84,12.36,6.99,272.19,FR,LDN,paypal
ord_100301,cust_1047,2026-02-06 06:50:27,cancelled,97.8,8.31,5.72,111.83,FR,KA,bank_transfer
ord_100302,cust_1273,2026-01-14 07:43:01,paid,142.46,6.54,15.23,164.23,GB,BE,card
ord_100303,cust_1062,2026-01-03 12:31:45,pending,332.19,33.69,7.51,373.39,IN,LDN,card
ord_100304,cust_1336,2025-12-24 02:55:52,refunded,207.12,14.34,12.03,233.49,CA,NY,apple_pay
ord_100305,cust_1429,2025-12-31 05:54:31,refunded,319.59,37.92,4.25,361.76,DE,TX,bank_transfer
ord_100306,cust_1188,2026-02-03 09:04:29,cancelled,377.36,38.6,11.43,427.39,FR,TX,paypal
ord_100307,cust_1122,2025-12-31 08:05:41,paid,184.53,12.39,9.37,206.29,US,TX,paypal
ord_100308,cust_1215,2026-01-28 03:11:50,paid,25.26,2.86,12.6,40.72,DE,BE,apple_pay
ord_100309,cust_1128,2026-01-23 08:44:34,pending,486.46,21.52,17.37,525.35,CA,WA,apple_pay
ord_100310,cust_1408,2026-01-07 02:20:11,cancelled,122.99,13.5,3.54,140.03,FR,LDN,apple_pay
ord_100311,cust_1509,2025-12-24 10:27:38,cancelled,265.64,19.22,0.4,285.26,DE,BE,card
ord_100312,cust_1353,2025-12-26 04:05:58,refunded,310.2,34.03,5.99,350.22,CA,KA,apple_pay
ord_100313,cust_1284,2026-01-15 22:05:41,paid,244.65,15.37,12.57,272.59,IN,TX,bank_transfer
ord_100314,cust_1388,2025-12-30 18:30:57,paid,105.25,7.81,14.3,127.36,US,BE,bank_transfer
ord_100315,cust_1191,2026-01-10 01:29:46,cancelled,499.61,20.94,17.53,538.08,US,NY,bank_transfer
ord_100316,cust_1312,2025-12-25 17:45:01,paid,308.25,19.75,16.02,344.02,IN,ON,card
ord_100317,cust_1051,2026-01-16 07:40:28,cancelled,431.66,20.61,7.99,460.26,GB,NY,apple_pay
ord_100318,cust_1235,2026-01-12 17:05:32,paid,42.63,4.48,7.11,54.22,GB,NY,bank_transfer
ord_100319,cust_1254,2026-02-03 23:31:00,cancelled,474.04,37.02,7.08,518.14,IN,MH,bank_transfer
ord_100320,cust_1025,2026-01-11 11:12:13,pending,139.59,6.73,2.79,149.11,US,BE,bank_transfer
ord_100321,cust_1056,2026-01-25 15:40:17,refunded,44.67,1.98,0.23,46.88,GB,CA,bank_transfer
ord_100322,cust_1049,2025-12-24 09:59:05,paid,72.46,6.33,8.59,87.38,DE,LDN,apple_pay
ord_100323,cust_1138,2026-01-30 13:16:10,paid,89.76,9.31,11.38,110.45,US,NY,apple_pay
ord_100324,cust_1521,2026-01-13 19:49:54,refunded,93.95,4.18,16.1,114.23,IN,BE,card
ord_100325,cust_1179,2026-01-17 22:38:04,cancelled,118.66,7.4,9.78,135.84,DE,KA,bank_transfer
ord_100326,cust_1510,2026-01-15 03:00:30,pending,232.97,11.71,5.98,250.66,US,MH,apple_pay
ord_100327,cust_1062,2026-01-14 04:12:53,refunded,254.35,17.12,3.51,274.98,US,LDN,paypal
ord_100328,cust_1283,2026-01-01 13:51:39,pending,37.93,2.3,4.6,44.83,GB,CA,card
ord_100329,cust_1409,2026-01-15 23:08:11,refunded,457.76,44.72,13.04,515.52,IN,NY,card
ord_100330,cust_1063,2026-01-16 22:26:04,pending,48.92,5.38,3.86,58.16,US,LDN,card
ord_100331,cust_1466,2026-02-04 13:38:26,cancelled,88.65,6.41,3.4,98.46,DE,NY,bank_transfer
ord_100332,cust_1482,2026-01-18 23:53:00,cancelled,316.53,23.28,16.6,356.41,DE,MH,card
ord_100333,cust_1071,2026-02-04 02:26:58,pending,454.91,26.09,6.14,487.14,US,WA,apple_pay
ord_100334,cust_1011,2026-01-27 03:48:31,paid,498.89,50.67,12.79,562.35,DE,ON,paypal
ord_100335,cust_1542,2025-12-26 14:15:43,cancelled,39.04,2.11,9.48,50.63,CA,TX,paypal
ord_100336,cust_1282,2026-01-12 11:50:08,pending,371.77,35.68,10.35,417.8,GB,NY,bank_transfer
ord_100337,cust_1197,2026-01-14 21:27:52,refunded,397.19,38.53,8.93,444.65,DE,MH,paypal
ord_100338,cust_1128,2025-12-28 03:54:21,cancelled,258.02,29.98,5.44,293.44,DE,WA,apple_pay
ord_100339,cust_1439,2026-01-09 19:14:00,refunded,343.79,38.28,0.52,382.59,CA,BE,card
ord_100340,cust_1079,2026-01-01 02:09:54,paid,410.03,49.11,11.74,470.88,FR,TX,bank_transfer
ord_100341,cust_1226,2026-01-06 07:14:34,refunded,308.87,14.17,0.12,323.16,GB,KA,apple_pay
ord_100342,cust_1089,2025-12-25 00:58:03,pending,63.74,4.61,15.04,83.39,FR,CA,apple_pay
ord_100343,cust_1057,2026-01-03 17:26:59,cancelled,215.87,17.81,3.14,236.82,CA,BE,apple_pay
ord_100344,cust_1073,2026-01-18 08:48:22,cancelled,415.53,29.67,2.29,447.49,CA,KA,paypal
ord_100345,cust_1464,2026-01-24 19:32:19,cancelled,187.69,22.44,2.04,212.17,DE,BE,apple_pay
ord_100346,cust_1223,2026-01-14 20:14:02,paid,63.78,6.11,2.35,72.24,IN,ON,apple_pay
ord_100347,cust_1247,2025-12-24 08:53:03,cancelled,214.53,18.79,13.5,246.82,DE,TX,card
ord_100348,cust_1439,2026-01-18 10:05:34,paid,365.4,43.44,3.27,412.11,DE,CA,apple_pay
ord_100349,cust_1325,2026-01-27 11:07:13,paid,52.96,4.92,17.12,75,US,TX,card
ord_100350,cust_1400,2026-02-05 04:07:13,paid,356.34,37.17,1.02,394.53,US,CA,card
ord_100351,cust_1364,2026-02-01 13:12:44,pending,225.47,18.5,2.2,246.17,IN,ON,paypal
ord_100352,cust_1339,2026-01-14 10:21:38,pending,167.6,7.92,0.63,176.15,FR,CA,card
ord_100353,cust_1508,2026-01-08 09:28:20,refunded,451.7,28.19,2.06,481.95,FR,NY,apple_pay
ord_100354,cust_1351,2026-01-18 06:29:19,pending,176.52,19.39,8.98,204.89,GB,BE,card
ord_100355,cust_1123,2026-02-01 15:20:40,cancelled,41.63,4.52,6.53,52.68,CA,NY,bank_transfer
ord_100356,cust_1324,2026-01-13 22:59:15,cancelled,392.32,38.66,3.47,434.45,FR,TX,card
ord_100357,cust_1545,2026-01-08 07:16:16,cancelled,149.07,10.84,15.43,175.34,GB,NY,apple_pay
ord_100358,cust_1292,2025-12-25 16:43:33,cancelled,413.79,18.07,5,436.86,CA,KA,paypal
ord_100359,cust_1463,2026-01-21 02:36:40,cancelled,344.78,34.4,0.17,379.35,FR,CA,apple_pay
ord_100360,cust_1376,2026-02-02 15:44:34,paid,283.84,26.78,9.99,320.61,CA,CA,apple_pay
ord_100361,cust_1294,2026-01-30 05:25:15,pending,399.55,28.75,4.01,432.31,CA,CA,card
ord_100362,cust_1263,2026-01-04 23:31:19,paid,412.34,29.9,9.96,452.2,IN,TX,card
ord_100363,cust_1315,2025-12-31 11:17:47,cancelled,499.84,31.33,13.77,544.94,GB,KA,bank_transfer
ord_100364,cust_1014,2026-02-05 10:21:46,pending,417.82,30.25,0.6,448.67,FR,BE,card
ord_100365,cust_1434,2026-01-08 14:51:34,paid,127.04,13.72,13.04,153.8,CA,NY,paypal
ord_100366,cust_1161,2026-01-12 15:48:50,cancelled,449.28,21.4,12.72,483.4,US,TX,bank_transfer
ord_100367,cust_1203,2026-02-02 19:30:42,paid,69.89,8.07,16.78,94.74,CA,NY,bank_transfer
ord_100368,cust_1355,2026-01-25 03:57:18,paid,388.76,15.97,15.16,419.89,DE,CA,apple_pay
ord_100369,cust_1149,2026-01-20 03:05:50,paid,251.88,29.33,1.16,282.37,FR,KA,bank_transfer
ord_100370,cust_1268,2025-12-28 19:30:40,cancelled,253.24,17.29,4.46,274.99,IN,WA,apple_pay
ord_100371,cust_1454,2026-02-06 22:08:07,refunded,417.11,32.74,8.12,457.97,GB,WA,apple_pay
ord_100372,cust_1467,2026-01-09 23:53:43,cancelled,441.01,49.89,6.51,497.41,DE,MH,paypal
ord_100373,cust_1452,2026-01-22 05:40:03,pending,93.59,5.15,1.61,100.35,CA,LDN,bank_transfer
ord_100374,cust_1115,2025-12-26 14:38:46,refunded,192.97,17.23,15.22,225.42,FR,MH,apple_pay
ord_100375,cust_1417,2026-01-23 17:12:49,pending,23.4,1.52,17.7,42.62,DE,KA,bank_transfer
ord_100376,cust_1170,2026-01-04 19:38:15,paid,144.92,15.95,3.62,164.49,US,CA,card
ord_100377,cust_1526,2026-02-05 19:50:21,cancelled,337.68,38.04,2.47,378.19,US,LDN,card
ord_100378,cust_1180,2025-12-24 08:43:16,refunded,419.38,46.63,5.65,471.66,FR,NY,bank_transfer
ord_100379,cust_1078,2026-01-14 08:42:16,cancelled,254.08,15.6,13.28,282.96,DE,BE,bank_transfer
ord_100380,cust_1419,2026-02-02 08:54:23,paid,54.2,4.26,13.01,71.47,CA,NY,bank_transfer
ord_100381,cust_1501,2026-02-05 18:35:14,pending,52.29,4.95,15.3,72.54,DE,LDN,apple_pay
ord_100382,cust_1006,2026-01-21 22:03:15,pending,244.45,29.19,13.7,287.34,GB,TX,card
ord_100383,cust_1296,2025-12-24 14:15:42,pending,473.56,30.15,7.87,511.58,FR,NY,paypal
ord_100384,cust_1535,2026-01-18 20:10:30,refunded,278.14,22.32,2.13,302.59,GB,ON,apple_pay
ord_100385,cust_1468,2026-01-25 16:21:26,paid,198.84,19.71,4.61,223.16,CA,ON,apple_pay
ord_100386,cust_1127,2026-01-27 20:49:23,refunded,182.85,16.95,5.79,205.59,DE,BE,card
ord_100387,cust_1367,2026-02-03 03:25:02,refunded,358.27,22.07,6.79,387.13,FR,LDN,bank_transfer
ord_100388,cust_1120,2026-02-01 12:49:04,refunded,329.21,31.45,8.74,369.4,CA,CA,card
ord_100389,cust_1296,2026-01-21 21:36:42,refunded,257.18,20.29,3.41,280.88,IN,TX,apple_pay
ord_100390,cust_1499,2025-12-24 03:38:45,cancelled,185.41,12.63,4.72,202.76,GB,TX,bank_transfer
ord_100391,cust_1308,2026-01-26 00:38:08,refunded,302.87,33.85,15.91,352.63,CA,NY,bank_transfer
ord_100392,cust_1501,2026-01-20 01:33:25,cancelled,189.62,13.04,1.23,203.89,US,KA,paypal
ord_100393,cust_1346,2026-01-14 11:41:14,cancelled,205.13,18.33,2.92,226.38,DE,ON,card
ord_100394,cust_1522,2025-12-26 21:52:34,pending,430.63,30.42,15.88,476.93,CA,MH,card
ord_100395,cust_1505,2026-02-02 13:02:03,refunded,316.65,33.18,10.22,360.05,IN,BE,paypal
ord_100396,cust_1403,2026-01-25 23:16:32,paid,495.52,58.81,4.17,558.5,US,TX,paypal
ord_100397,cust_1531,2026-01-15 18:44:41,cancelled,234.02,24.98,13.36,272.36,CA,KA,paypal
ord_100398,cust_1028,2026-01-17 05:32:32,refunded,470.6,52.12,15.54,538.26,IN,BE,card
ord_100399,cust_1539,2026-01-20 21:37:43,cancelled,385.8,19.11,11.63,416.54,DE,MH,bank_transfer
ord_100400,cust_1067,2025-12-30 11:25:36,paid,152.99,6.77,7.42,167.18,IN,LDN,paypal
ord_100401,cust_1539,2025-12-31 23:07:47,paid,199.5,16.01,11.87,227.38,FR,CA,card
ord_100402,cust_1394,2026-01-21 23:04:45,cancelled,340.83,21.55,11.96,374.34,FR,NY,paypal
ord_100403,cust_1177,2025-12-26 22:48:19,refunded,322.05,33.74,3,358.79,GB,KA,apple_pay
ord_100404,cust_1302,2026-01-17 09:11:03,paid,250.4,13.88,4.84,269.12,US,MH,paypal
ord_100405,cust_1491,2025-12-29 16:08:03,paid,210.56,23.91,8.12,242.59,GB,ON,card
ord_100406,cust_1125,2026-01-03 22:32:33,pending,252.29,19.85,2.33,274.47,DE,BE,card
ord_100407,cust_1183,2026-01-14 18:04:15,paid,49.96,2.85,8.04,60.85,DE,BE,card
ord_100408,cust_1349,2025-12-29 00:54:43,paid,359.75,40.66,3.83,404.24,GB,ON,bank_transfer
ord_100409,cust_1021,2026-01-26 18:54:35,paid,165.64,14.07,16.41,196.12,US,KA,bank_transfer
ord_100410,cust_1532,2026-02-04 13:41:59,cancelled,482.46,36.89,8.54,527.89,CA,WA,card
ord_100411,cust_1053,2026-01-05 18:39:40,paid,466.01,32.77,0.26,499.04,IN,ON,apple_pay
ord_100412,cust_1326,2026-01-03 20:21:29,refunded,262.06,17.54,5.5,285.1,CA,ON,card
ord_100413,cust_1083,2026-01-06 01:55:47,refunded,282.66,19.21,7.49,309.36,GB,WA,apple_pay
ord_100414,cust_1088,2025-12-24 20:10:53,paid,101.91,5.16,14.79,121.86,CA,LDN,paypal
ord_100415,cust_1305,2026-01-02 13:37:09,cancelled,206.05,9.16,8.07,223.28,FR,TX,paypal
ord_100416,cust_1401,2026-01-26 17:50:05,paid,115.42,11.87,5.64,132.93,FR,LDN,bank_transfer
ord_100417,cust_1466,2026-01-05 04:49:03,pending,472.85,35.06,1.83,509.74,IN,ON,paypal
ord_100418,cust_1070,2025-12-29 01:25:01,cancelled,101.7,8.51,13.97,124.18,GB,TX,paypal
ord_100419,cust_1149,2026-01-03 17:08:26,cancelled,143.64,15.73,3.25,162.62,US,ON,bank_transfer
ord_100420,cust_1103,2026-02-06 02:58:16,refunded,84.33,6.54,14.13,105,GB,WA,card
ord_100421,cust_1271,2026-01-30 06:26:20,refunded,25.37,1.29,2.8,29.46,GB,WA,bank_transfer
ord_100422,cust_1143,2026-01-09 14:00:07,paid,214.1,11.34,12.9,238.34,DE,MH,bank_transfer
ord_100423,cust_1211,2026-01-26 23:14:09,refunded,168.79,10.78,12.9,192.47,US,WA,apple_pay
ord_100424,cust_1549,2025-12-30 06:51:11,paid,493.28,21.78,4.18,519.24,GB,BE,card
ord_100425,cust_1416,2026-01-04 17:45:36,cancelled,285.69,26.83,10.29,322.81,US,CA,card
ord_100426,cust_1323,2026-01-13 20:03:39,pending,202.44,16.5,2.51,221.45,GB,LDN,bank_transfer
ord_100427,cust_1165,2026-01-04 03:23:25,cancelled,318.99,23.84,5.1,347.93,GB,MH,bank_transfer
ord_100428,cust_1156,2026-01-24 23:56:25,pending,118.63,12.68,15.67,146.98,US,TX,card
ord_100429,cust_1311,2026-01-24 14:53:20,pending,310.62,27.11,5.44,343.17,FR,CA,bank_transfer
ord_100430,cust_1297,2026-01-11 08:39:48,paid,153.56,16.51,10.54,180.61,FR,NY,bank_transfer
ord_100431,cust_1087,2026-01-25 04:45:27,pending,65.4,3.49,14.61,83.5,GB,TX,apple_pay
ord_100432,cust_1290,2026-01-31 10:25:50,refunded,451.29,38.67,8.18,498.14,US,CA,apple_pay
ord_100433,cust_1431,2026-01-13 10:35:01,cancelled,111.29,4.68,10.84,126.81,CA,NY,bank_transfer
ord_100434,cust_1294,2026-01-01 10:06:32,pending,348.19,18.76,3.9,370.85,US,ON,apple_pay
ord_100435,cust_1031,2025-12-25 13:31:55,refunded,262.72,31.11,12.07,305.9,CA,WA,apple_pay
ord_100436,cust_1325,2026-01-26 21:40:15,cancelled,378.36,26.45,7.04,411.85,GB,LDN,card
ord_100437,cust_1532,2026-01-13 16:40:09,paid,240.28,28.32,12.96,281.56,US,WA,card
ord_100438,cust_1011,2025-12-25 21:20:46,pending,140.87,9.87,12.44,163.18,GB,NY,apple_pay
ord_100439,cust_1155,2025-12-29 21:11:36,pending,479.18,34.3,8.83,522.31,FR,KA,paypal
ord_100440,cust_1415,2026-01-14 20:02:07,pending,385.19,46.14,7.26,438.59,GB,LDN,bank_transfer
ord_100441,cust_1546,2026-02-05 06:37:53,paid,249.37,27.77,7.56,284.7,US,MH,bank_transfer
ord_100442,cust_1439,2026-02-01 04:14:18,paid,143.48,13.03,8.79,165.3,FR,LDN,apple_pay
ord_100443,cust_1340,2026-01-02 18:48:35,refunded,410.46,43.05,12.44,465.95,IN,CA,bank_transfer
ord_100444,cust_1359,2026-01-05 09:35:30,cancelled,62.72,2.57,11.55,76.84,CA,LDN,bank_transfer
ord_100445,cust_1294,2025-12-28 15:38:13,cancelled,322.64,37.81,15.44,375.89,IN,ON,card
ord_100446,cust_1068,2026-01-05 19:04:04,refunded,245.16,26.53,14.07,285.76,FR,KA,bank_transfer
ord_100447,cust_1512,2026-01-26 03:07:50,refunded,449.91,29.54,3.76,483.21,GB,LDN,paypal
ord_100448,cust_1434,2026-02-02 05:53:24,pending,458.51,41.81,5.54,505.86,DE,LDN,apple_pay
ord_100449,cust_1324,2025-12-29 15:19:52,cancelled,467.06,29.37,6.55,502.98,GB,TX,bank_transfer
ord_100450,cust_1231,2026-01-09 00:16:11,paid,94.27,9.5,15.96,119.73,IN,CA,apple_pay
ord_100451,cust_1382,2026-01-09 14:39:07,paid,178.44,8.17,3.21,189.82,DE,BE,bank_transfer
ord_100452,cust_1119,2025-12-28 18:09:58,cancelled,479.14,24.31,5.07,508.52,CA,NY,paypal
ord_100453,cust_1188,2026-01-23 01:54:13,pending,234.36,9.84,9.18,253.38,US,WA,apple_pay
ord_100454,cust_1471,2025-12-26 15:55:28,refunded,474.17,21.03,9.54,504.74,IN,WA,apple_pay
ord_100455,cust_1524,2026-01-21 18:51:46,cancelled,13.44,0.79,10.56,24.79,US,WA,card
ord_100456,cust_1315,2026-02-06 13:56:09,cancelled,304.67,20.1,7.73,332.5,FR,ON,card
ord_100457,cust_1068,2026-01-22 16:44:52,pending,122.35,6.93,6.61,135.89,IN,NY,card
ord_100458,cust_1060,2026-02-03 13:44:25,paid,156.46,9.52,4.65,170.63,CA,MH,apple_pay
ord_100459,cust_1296,2025-12-29 04:38:50,pending,484.02,20.17,9.43,513.62,US,MH,paypal
ord_100460,cust_1344,2026-01-16 16:58:31,cancelled,85.6,9.02,0.72,95.34,FR,TX,bank_transfer
ord_100461,cust_1051,2026-01-08 01:24:02,paid,271.84,15.55,3.9,291.29,FR,TX,bank_transfer
ord_100462,cust_1137,2025-12-28 15:41:38,refunded,316.3,23.94,15.72,355.96,DE,KA,apple_pay
ord_100463,cust_1362,2026-01-16 00:27:40,paid,25.63,2.22,4.64,32.49,US,MH,apple_pay
ord_100464,cust_1503,2026-01-07 16:15:55,pending,111.15,9.1,11.23,131.48,US,ON,card
ord_100465,cust_1151,2026-01-13 02:47:36,refunded,102.41,8.24,4.54,115.19,CA,KA,paypal
ord_100466,cust_1505,2026-01-30 14:45:32,refunded,269.38,24.85,2.05,296.28,US,MH,bank_transfer
ord_100467,cust_1095,2025-12-29 18:38:25,paid,245.33,15.42,9.05,269.8,IN,KA,bank_transfer
ord_100468,cust_1180,2026-01-27 22:24:07,paid,180.23,10.86,12.29,203.38,CA,LDN,bank_transfer
ord_100469,cust_1366,2025-12-26 18:22:31,refunded,376.21,31.64,17.15,425,FR,LDN,apple_pay
ord_100470,cust_1166,2025-12-27 21:01:55,paid,202.25,11.41,1.87,215.53,US,TX,bank_transfer
ord_100471,cust_1022,2026-01-13 10:34:39,cancelled,386.29,37.24,15.26,438.79,US,ON,apple_pay
ord_100472,cust_1122,2026-01-08 18:38:42,cancelled,178.9,18.25,7.57,204.72,DE,CA,apple_pay
ord_100473,cust_1542,2026-01-07 03:07:45,refunded,295.98,14.46,5.92,316.36,GB,CA,bank_transfer
ord_100474,cust_1541,2026-01-22 23:54:02,refunded,40.65,3.79,16.6,61.04,CA,TX,paypal
ord_100475,cust_1389,2025-12-27 10:40:17,paid,313.24,30.15,5.91,349.3,US,ON,apple_pay
ord_100476,cust_1507,2026-01-13 15:29:11,pending,31.34,1.44,9.52,42.3,CA,NY,apple_pay
ord_100477,cust_1352,2026-02-06 19:53:43,cancelled,459.97,38.58,17.98,516.53,FR,NY,apple_pay
ord_100478,cust_1548,2026-01-23 18:33:38,pending,161.23,16.39,17.17,194.79,IN,KA,paypal
ord_100479,cust_1261,2026-01-30 10:00:26,paid,362.81,25.9,5.41,394.12,GB,MH,bank_transfer
ord_100480,cust_1354,2026-01-16 04:24:33,cancelled,209.81,10.24,17.49,237.54,DE,KA,bank_transfer
ord_100481,cust_1216,2026-02-01 20:40:36,pending,34.84,2.5,4.86,42.2,CA,LDN,paypal
ord_100482,cust_1407,2026-01-05 22:31:01,refunded,88.7,4.55,2.21,95.46,US,KA,apple_pay
ord_100483,cust_1383,2026-01-11 00:37:56,pending,117.09,5.16,9.15,131.4,GB,TX,apple_pay
ord_100484,cust_1105,2026-01-05 11:07:38,refunded,68.83,6.59,7.25,82.67,IN,MH,paypal
ord_100485,cust_1455,2026-01-19 06:03:07,paid,344.12,25.86,11.44,381.42,CA,KA,paypal
ord_100486,cust_1459,2026-01-02 09:43:09,cancelled,337.66,17.19,6.79,361.64,GB,KA,paypal
ord_100487,cust_1173,2026-01-22 22:37:08,pending,164.4,14.22,13.36,191.98,IN,WA,bank_transfer
ord_100488,cust_1216,2026-01-04 07:45:57,pending,466.02,21.73,17.12,504.87,CA,WA,card
ord_100489,cust_1318,2026-02-04 09:44:33,pending,206.23,9.58,17.99,233.8,IN,WA,card
ord_100490,cust_1062,2026-01-07 11:44:42,paid,210.74,24.99,1.65,237.38,US,ON,card
ord_100491,cust_1196,2026-02-02 23:49:19,paid,313.85,31.36,17.45,362.66,GB,ON,paypal
ord_100492,cust_1475,2026-01-02 13:31:23,cancelled,176.5,18.73,2.91,198.14,GB,MH,card
ord_100493,cust_1434,2026-01-14 21:42:29,pending,452.53,52.06,13.29,517.88,IN,LDN,paypal
ord_100494,cust_1245,2025-12-24 22:02:40,pending,49.13,2.8,6.18,58.11,GB,LDN,bank_transfer
ord_100495,cust_1309,2026-01-30 13:57:58,cancelled,224.11,13.74,3.26,241.11,DE,LDN,bank_transfer
ord_100496,cust_1155,2025-12-25 05:57:59,pending,388.8,26.32,0.37,415.49,US,LDN,apple_pay
ord_100497,cust_1157,2026-01-07 15:47:00,refunded,177.05,14.45,10.99,202.49,CA,TX,bank_transfer
ord_100498,cust_1161,2026-01-24 21:54:17,pending,389.28,23.53,7.9,420.71,GB,KA,bank_transfer
ord_100499,cust_1119,2026-01-03 20:46:12,refunded,450.92,36.04,9.5,496.46,CA,LDN,paypal
ord_100500,cust_1310,2026-01-29 16:37:30,pending,236.17,11.08,17.39,264.64,FR,NY,apple_pay
